county,state,total_pop,white,black,asian,latino,other,pct_white,pct_black,pct_asian,pct_latino,pct_other
"Autauga County, Alabama",al,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213
"Baldwin County, Alabama",al,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854
"Barbour County, Alabama",al,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959
"Bibb County, Alabama",al,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783
"Blount County, Alabama",al,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685
"Bullock County, Alabama",al,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278
"Butler County, Alabama",al,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165
"Calhoun County, Alabama",al,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564
"Chambers County, Alabama",al,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839
"Cherokee County, Alabama",al,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185
"Chilton County, Alabama",al,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925
"Choctaw County, Alabama",al,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629
"Clarke County, Alabama",al,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678
"Clay County, Alabama",al,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053
"Cleburne County, Alabama",al,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467
"Coffee County, Alabama",al,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476
"Colbert County, Alabama",al,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492
"Conecuh County, Alabama",al,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294
"Coosa County, Alabama",al,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283
"Covington County, Alabama",al,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188
"Crenshaw County, Alabama",al,13938,9825,3277,253,237,346,0.704907447,0.235112642,0.018151815,0.017003874,0.024824222
"Cullman County, Alabama",al,80965,74635,964,451,3493,1422,0.92181807,0.011906379,0.005570308,0.043142098,0.017563145
"Dale County, Alabama",al,49866,34829,9798,588,2980,1671,0.698451851,0.196486584,0.011791601,0.059760157,0.033509806
"Dallas County, Alabama",al,42154,12045,29164,144,130,671,0.285738008,0.69184419,0.003416046,0.00308393,0.015917825
"DeKalb County, Alabama",al,71068,57485,1295,219,9957,2112,0.808873192,0.018221985,0.003081556,0.140105251,0.029718017
"Elmore County, Alabama",al,80763,59479,17137,417,2229,1501,0.73646348,0.21218875,0.005163255,0.027599272,0.018585243
"Escambia County, Alabama",al,37935,23023,12678,49,466,1719,0.606906551,0.334203242,0.001291683,0.01228417,0.045314353
"Etowah County, Alabama",al,103766,81479,16025,679,3740,1843,0.785218665,0.154434015,0.006543569,0.036042634,0.017761116
"Fayette County, Alabama",al,16896,14413,2093,66,126,198,0.85304214,0.123875473,0.00390625,0.007457386,0.01171875
"Franklin County, Alabama",al,31634,24833,1554,29,4958,260,0.7850098,0.04912436,0.000916735,0.156730101,0.008219005
"Geneva County, Alabama",al,26815,22534,2387,329,973,592,0.84035055,0.089017341,0.012269252,0.036285661,0.022077196
"Greene County, Alabama",al,8697,1547,7015,14,61,60,0.177877429,0.806599977,0.00160975,0.007013913,0.006898931
"Hale County, Alabama",al,15256,6095,8886,42,170,63,0.399514945,0.58245936,0.002753015,0.011143157,0.004129523
"Henry County, Alabama",al,17252,11788,4891,0,429,144,0.683283098,0.283503362,0,0.024866682,0.008346858
"Houston County, Alabama",al,103534,70069,27359,792,3338,1976,0.676772848,0.264251357,0.007649661,0.032240617,0.019085518
"Jackson County, Alabama",al,52860,47279,1635,210,1450,2286,0.894419221,0.03093076,0.003972758,0.02743095,0.043246311
"Jefferson County, Alabama",al,659026,336064,279086,10348,24991,8537,0.509940427,0.423482533,0.01570196,0.037921114,0.012953965
"Lamar County, Alabama",al,14133,12154,1565,3,196,215,0.859973113,0.110733744,0.000212269,0.013868252,0.015212623
"Lauderdale County, Alabama",al,92737,78773,9239,672,2229,1824,0.849423639,0.099625824,0.007246299,0.024035714,0.019668525
"Lawrence County, Alabama",al,33586,25703,3848,37,697,3301,0.765289109,0.114571548,0.001101649,0.020752695,0.098285
"Lee County, Alabama",al,150982,102965,35095,4947,5615,2360,0.681968712,0.232444927,0.032765495,0.037189864,0.015631002
"Limestone County, Alabama",al,88805,68756,11426,1106,5137,2380,0.774235685,0.128663927,0.012454254,0.057845842,0.026800293
"Lowndes County, Alabama",al,10742,2716,7955,0,36,35,0.252839322,0.740551108,0,0.003351331,0.003258239
"Macon County, Alabama",al,20018,3220,16271,43,313,171,0.16085523,0.812818463,0.002148067,0.015635928,0.008542312
"Madison County, Alabama",al,346438,227290,83437,8622,16214,10875,0.656076989,0.240842517,0.02488757,0.046802025,0.031390898
"Marengo County, Alabama",al,20306,9293,10443,29,459,82,0.457647986,0.514281493,0.001428149,0.022604156,0.004038215
"Marion County, Alabama",al,30387,27898,1170,86,726,507,0.918089973,0.038503307,0.002830158,0.023891796,0.016684767
"Marshall County, Alabama",al,94318,77992,1811,458,11944,2113,0.826904727,0.019201001,0.004855913,0.126635425,0.022402935
"Mobile County, Alabama",al,414251,240830,145175,8148,10917,9181,0.581362507,0.350451779,0.019669234,0.026353588,0.022162892
"Monroe County, Alabama",al,22217,12183,9382,74,242,336,0.548363866,0.422289238,0.003330783,0.01089256,0.015123554
"Montgomery County, Alabama",al,228138,84081,127961,5164,7791,3141,0.368553244,0.560892968,0.022635422,0.034150383,0.013767983
"Morgan County, Alabama",al,119786,92013,14717,720,9358,2978,0.768144858,0.122860768,0.006010719,0.078122652,0.024861002
"Perry County, Alabama",al,10038,3011,6829,44,93,61,0.299960151,0.680314804,0.004383343,0.009264794,0.006076908
"Pickens County, Alabama",al,19856,10967,8412,13,325,139,0.552326753,0.423650282,0.000654714,0.016367849,0.007000403
"Pike County, Alabama",al,33155,18941,12665,708,289,552,0.571286382,0.381993666,0.021354245,0.008716634,0.016649073
"Randolph County, Alabama",al,22648,17029,4520,38,668,393,0.751898622,0.199576122,0.001677852,0.029494878,0.017352526
"Russell County, Alabama",al,58302,29036,24411,440,2824,1591,0.498027512,0.418699187,0.007546911,0.048437446,0.027288944
"St. Clair County, Alabama",al,85864,74082,8134,719,1913,1016,0.862783006,0.094731203,0.008373707,0.022279419,0.011832666
"Shelby County, Alabama",al,203530,160416,23940,4147,11902,3125,0.78816882,0.117623938,0.020375375,0.058477866,0.015354002
"Sumter County, Alabama",al,13341,3312,9665,226,53,85,0.248257252,0.724458436,0.016940259,0.003972716,0.006371336
"Talladega County, Alabama",al,81437,51883,26023,368,1768,1395,0.637093704,0.319547626,0.004518831,0.021710034,0.017129806
"Tallapoosa County, Alabama",al,41153,28408,11404,15,1017,309,0.690302044,0.27711224,0.000364493,0.024712658,0.007508566
"Tuscaloosa County, Alabama",al,200458,127351,61307,2953,6446,2401,0.635300163,0.305834639,0.014731265,0.032156362,0.011977571
"Walker County, Alabama",al,65923,59054,3801,246,1493,1329,0.895802679,0.057658177,0.003731626,0.022647634,0.020159884
"Washington County, Alabama",al,16997,11077,4224,63,214,1419,0.651703242,0.248514444,0.003706536,0.012590457,0.083485321
"Wilcox County, Alabama",al,11235,3073,8092,0,66,4,0.273520249,0.720249221,0,0.005874499,0.00035603
"Winston County, Alabama",al,24130,22754,122,43,667,544,0.942975549,0.005055947,0.001782014,0.027641939,0.02254455
"Aleutians East Borough, Alaska",ak,3304,495,304,1009,398,1098,0.149818402,0.092009685,0.305387409,0.120460048,0.332324455
"Aleutians West Census Area, Alaska",ak,5684,1578,269,2112,623,1102,0.277621393,0.047325827,0.371569317,0.109605911,0.193877551
"Anchorage Municipality, Alaska",ak,299107,180457,17511,26323,25690,49126,0.603319214,0.058544267,0.088005296,0.085888996,0.164242228
"Bethel Census Area, Alaska",ak,17776,2016,142,209,325,15084,0.113411341,0.007988299,0.011757426,0.018283078,0.848559856
"Bristol Bay Borough, Alaska",ak,970,518,5,7,69,371,0.534020619,0.005154639,0.007216495,0.071134021,0.382474227
"Denali Borough, Alaska",ak,2060,1745,13,59,54,189,0.847087379,0.00631068,0.028640777,0.026213592,0.091747573
"Dillingham Census Area, Alaska",ak,4979,881,17,72,144,3865,0.176943161,0.00341434,0.014460735,0.02892147,0.776260293
"Fairbanks North Star Borough, Alaska",ak,99705,71649,4340,2621,7356,13739,0.718609899,0.043528409,0.026287548,0.073777644,0.1377965
"Haines Borough, Alaska",ak,2560,2037,1,77,39,406,0.795703125,0.000390625,0.030078125,0.015234375,0.15859375
"Hoonah-Angoon Census Area, Alaska",ak,2128,1049,47,56,47,929,0.492951128,0.022086466,0.026315789,0.022086466,0.43656015
"Juneau City and Borough, Alaska",ak,32531,21476,413,2216,1985,6441,0.660170299,0.012695583,0.06811964,0.061018721,0.197995758
"Kenai Peninsula Borough, Alaska",ak,57221,46738,363,732,2124,7264,0.816798029,0.006343825,0.012792506,0.037119239,0.126946401
"Ketchikan Gateway Borough, Alaska",ak,13699,8903,58,1001,663,3074,0.649901453,0.004233886,0.073071027,0.048397693,0.224395941
"Kodiak Island Borough, Alaska",ak,13973,7186,66,2973,1186,2562,0.514277535,0.004723395,0.21276748,0.084877979,0.183353611
"Kusilvak Census Area, Alaska",ak,7914,353,28,35,81,7417,0.044604498,0.003538034,0.004422542,0.010235027,0.937199899
"Lake and Peninsula Borough, Alaska",ak,1474,310,8,47,32,1077,0.210312076,0.005427408,0.031886024,0.021709634,0.730664858
"Matanuska-Susitna Borough, Alaska",ak,96178,77677,959,1386,4292,11864,0.807637921,0.009971095,0.01441078,0.04462559,0.123354613
"Nome Census Area, Alaska",ak,9854,1630,72,119,193,7840,0.16541506,0.007306677,0.012076314,0.019585955,0.795615994
"North Slope Borough, Alaska",ak,9667,3112,64,515,350,5626,0.321919934,0.006620461,0.053274025,0.036205648,0.581979932
"Northwest Arctic Borough, Alaska",ak,7732,916,25,59,142,6590,0.118468702,0.003233316,0.007630626,0.018365235,0.852302121
"Petersburg Borough, Alaska",ak,3221,2209,97,74,304,537,0.68581186,0.030114871,0.022974232,0.094380627,0.16671841
"Prince of Wales-Hyder Census Area, Alaska",ak,6376,2930,12,49,205,3180,0.459535759,0.001882058,0.007685069,0.032151819,0.498745295
"Sitka City and Borough, Alaska",ak,8943,5606,97,526,540,2174,0.626858996,0.010846472,0.058816952,0.060382422,0.243095158
"Skagway Municipality, Alaska",ak,999,752,0,106,45,96,0.752752753,0,0.106106106,0.045045045,0.096096096
"Southeast Fairbanks Census Area, Alaska",ak,7029,5389,80,101,336,1123,0.766680893,0.01138142,0.014369043,0.047801963,0.159766681
"Valdez-Cordova Census Area, Alaska",ak,9617,6742,0,308,425,2142,0.701050224,0,0.03202662,0.044192576,0.222730581
"Wrangell City and Borough, Alaska",ak,2387,1635,5,60,34,653,0.684960201,0.00209468,0.025136154,0.014243821,0.273565145
"Yakutat City and Borough, Alaska",ak,643,253,9,43,17,321,0.393468118,0.01399689,0.066874028,0.026438569,0.499222395
"Yukon-Koyukuk Census Area, Alaska",ak,5644,1228,17,26,109,4264,0.217576187,0.003012048,0.004606662,0.019312544,0.755492558
"Apache County, Arizona",az,72124,13906,442,308,4547,52921,0.192806833,0.006128335,0.004270423,0.063044202,0.733750208
"Cochise County, Arizona",az,129647,73548,5023,2177,43960,4939,0.567294268,0.038743665,0.01679175,0.339074564,0.038095752
"Coconino County, Arizona",az,136701,74746,2137,2267,18916,38635,0.546784588,0.015632658,0.016583639,0.138374994,0.282624121
"Gila County, Arizona",az,53165,33852,384,319,9869,8741,0.636734694,0.007222797,0.006000188,0.185629644,0.164412678
"Graham County, Arizona",az,37407,19337,782,241,11882,5165,0.516935333,0.020905178,0.006442644,0.317641083,0.138075761
"Greenlee County, Arizona",az,9023,4262,139,40,4242,340,0.472348443,0.015405076,0.004433115,0.470131885,0.037681481
"La Paz County, Arizona",az,20335,12179,40,168,5180,2768,0.598918121,0.001967052,0.008261618,0.254733219,0.13611999
"Maricopa County, Arizona",az,4018143,2303538,209789,152248,1209034,143534,0.573284226,0.052210437,0.03789014,0.300893721,0.035721476
"Mohave County, Arizona",az,203362,159067,2292,2497,31809,7697,0.782186446,0.011270542,0.012278597,0.156415653,0.037848762
"Navajo County, Arizona",az,107656,45842,721,630,11905,48558,0.425819276,0.006697258,0.005851973,0.110583711,0.451047782
"Pima County, Arizona",az,998537,535965,36123,27498,356589,42362,0.536750266,0.036175925,0.027538289,0.357111454,0.042424066
"Pinal County, Arizona",az,389772,226031,17954,6698,113394,25695,0.579905688,0.046062826,0.017184405,0.290923925,0.065923155
"Santa Cruz County, Arizona",az,47073,7359,165,466,38965,118,0.156331655,0.003505194,0.009899518,0.827756888,0.002506745
"Yavapai County, Arizona",az,215996,175206,1285,1899,30382,7224,0.81115391,0.005949184,0.008791829,0.140660012,0.033445064
"Yuma County, Arizona",az,202987,68015,4300,2634,124037,4001,0.335070719,0.021183623,0.0129762,0.611058836,0.019710622
"Arkansas County, Arkansas",ar,18731,13172,4811,84,546,118,0.703219262,0.256846938,0.004484544,0.029149538,0.006299717
"Ashley County, Arkansas",ar,21229,14412,5517,12,1078,210,0.678882661,0.259880352,0.000565264,0.050779594,0.009892129
"Baxter County, Arkansas",ar,41040,39130,135,207,798,770,0.953460039,0.003289474,0.00504386,0.019444444,0.018762183
"Benton County, Arkansas",ar,238198,178691,3551,8262,38068,9626,0.750178423,0.014907766,0.03468543,0.159816623,0.040411758
"Boone County, Arkansas",ar,37227,35167,132,170,836,922,0.944663819,0.003545814,0.004566578,0.022456819,0.02476697
"Bradley County, Arkansas",ar,11206,6383,3245,0,1564,14,0.569605568,0.289577012,0,0.139568089,0.001249331
"Calhoun County, Arkansas",ar,5245,3828,1163,11,182,61,0.729837941,0.221734986,0.002097235,0.034699714,0.011630124
"Carroll County, Arkansas",ar,27635,22558,156,106,3950,865,0.816283698,0.005645015,0.003835716,0.142934684,0.031300887
"Chicot County, Arkansas",ar,11353,4487,6121,31,604,110,0.395225931,0.539152647,0.002730556,0.053201797,0.009689069
"Clark County, Arkansas",ar,22751,15839,5441,190,984,297,0.696189178,0.239154323,0.008351281,0.043250846,0.013054371
"Clay County, Arkansas",ar,15400,14787,56,14,268,275,0.960194805,0.003636364,0.000909091,0.017402597,0.017857143
"Cleburne County, Arkansas",ar,25711,24446,133,72,613,447,0.950799269,0.005172883,0.002800358,0.023841935,0.017385555
"Cleveland County, Arkansas",ar,8510,7231,935,9,169,166,0.849706228,0.10987074,0.001057579,0.019858989,0.019506463
"Columbia County, Arkansas",ar,24327,14391,8659,171,654,452,0.591564928,0.355941957,0.007029227,0.026883709,0.018580178
"Conway County, Arkansas",ar,21110,17270,2541,11,818,470,0.818095689,0.120369493,0.00052108,0.038749408,0.02226433
"Craighead County, Arkansas",ar,101409,79398,13860,1251,4753,2147,0.782948259,0.13667426,0.012336183,0.046869607,0.021171691
"Crawford County, Arkansas",ar,61748,53037,699,1021,4073,2918,0.858926605,0.011320205,0.016534949,0.065961651,0.047256591
"Crittenden County, Arkansas",ar,49765,22077,25306,314,1120,948,0.443625038,0.508509997,0.006309655,0.022505777,0.019049533
"Cross County, Arkansas",ar,17467,12850,4022,108,302,185,0.735672983,0.230262781,0.006183088,0.017289746,0.010591401
"Dallas County, Arkansas",ar,7868,4228,3243,177,219,1,0.537366548,0.412175902,0.022496187,0.027834265,0.000127097
"Desha County, Arkansas",ar,12379,5740,5949,7,575,108,0.463688505,0.480571936,0.000565474,0.046449632,0.008724453
"Drew County, Arkansas",ar,18740,12539,5395,50,540,216,0.669103522,0.287886873,0.00266809,0.028815368,0.011526147
"Faulkner County, Arkansas",ar,119343,97161,13488,1517,4792,2385,0.814132375,0.113018778,0.012711261,0.040153172,0.019984415
"Franklin County, Arkansas",ar,17866,16583,163,52,486,582,0.928187619,0.009123475,0.002910556,0.027202508,0.032575842
"Fulton County, Arkansas",ar,12224,11722,15,184,141,162,0.958933246,0.001227094,0.015052356,0.011534686,0.013252618
"Garland County, Arkansas",ar,96954,80514,8095,612,5022,2711,0.830435052,0.083493203,0.006312272,0.05179776,0.027961714
"Grant County, Arkansas",ar,18054,16802,686,98,221,247,0.930652487,0.03799712,0.00542816,0.012241055,0.013681179
"Greene County, Arkansas",ar,43382,41008,398,58,1122,796,0.945276843,0.009174312,0.00133696,0.025863261,0.018348624
"Hempstead County, Arkansas",ar,22336,12451,6660,6,2788,431,0.557440903,0.298173352,0.000268625,0.124820917,0.019296203
"Hot Spring County, Arkansas",ar,33316,27644,3883,50,1047,692,0.829751471,0.116550606,0.00150078,0.031426342,0.020770801
"Howard County, Arkansas",ar,13555,8958,2955,3,1433,206,0.66086315,0.218000738,0.000221321,0.105717447,0.015197344
"Independence County, Arkansas",ar,36952,32989,759,321,2213,670,0.89275276,0.02054016,0.008686945,0.059888504,0.01813163
"Izard County, Arkansas",ar,13480,12912,162,29,242,135,0.957863501,0.012017804,0.002151335,0.017952522,0.010014837
"Jackson County, Arkansas",ar,17597,13652,3051,38,494,362,0.775814059,0.173381826,0.002159459,0.028072967,0.020571688
"Jefferson County, Arkansas",ar,73548,29808,40881,594,1375,890,0.405286344,0.555841083,0.008076358,0.018695274,0.012100941
"Johnson County, Arkansas",ar,25930,21131,497,254,3470,578,0.814924798,0.019166988,0.009795604,0.133821828,0.022290783
"Lafayette County, Arkansas",ar,7270,4339,2777,18,90,46,0.596836314,0.381980743,0.002475928,0.012379642,0.006327373
"Lawrence County, Arkansas",ar,17029,16370,153,13,203,290,0.96130131,0.008984673,0.000763404,0.011920841,0.017029773
"Lee County, Arkansas",ar,9966,4091,5622,4,225,24,0.410495685,0.564118001,0.000401365,0.022576761,0.002408188
"Lincoln County, Arkansas",ar,14062,9141,4369,0,494,58,0.65004978,0.310695491,0,0.035130138,0.004124591
"Little River County, Arkansas",ar,12720,9333,2632,0,397,358,0.733726415,0.206918239,0,0.031210692,0.028144654
"Logan County, Arkansas",ar,22001,20156,407,437,561,440,0.916140175,0.018499159,0.019862734,0.025498841,0.019999091
"Lonoke County, Arkansas",ar,70691,61524,4302,457,2722,1686,0.870322955,0.060856403,0.006464755,0.038505609,0.023850278
"Madison County, Arkansas",ar,15702,14273,73,97,824,435,0.908992485,0.004649089,0.006177557,0.052477391,0.027703477
"Marion County, Arkansas",ar,16458,15597,42,118,369,332,0.947685016,0.00255195,0.007169765,0.022420707,0.02017256
"Miller County, Arkansas",ar,43652,30467,10877,50,1297,961,0.697951984,0.249175296,0.001145423,0.02971227,0.022015028
"Mississippi County, Arkansas",ar,44864,26759,15543,133,1720,709,0.59644704,0.34644704,0.002964515,0.038338088,0.015803317
"Monroe County, Arkansas",ar,7713,4252,3138,42,163,118,0.551277065,0.406845585,0.005445352,0.021133152,0.015298846
"Montgomery County, Arkansas",ar,9197,8451,68,61,339,278,0.918886593,0.007393715,0.006632598,0.036859846,0.030227248
"Nevada County, Arkansas",ar,8793,5639,2705,113,282,54,0.641305584,0.30763107,0.012851132,0.032070966,0.006141249
"Newton County, Arkansas",ar,8052,7600,0,37,85,330,0.943864878,0,0.004595132,0.010556384,0.040983607
"Ouachita County, Arkansas",ar,25044,13950,10064,39,491,500,0.557019645,0.401852739,0.001557259,0.019605494,0.019964862
"Perry County, Arkansas",ar,10300,9547,214,9,282,248,0.926893204,0.020776699,0.000873786,0.027378641,0.02407767
"Phillips County, Arkansas",ar,20391,7178,12545,24,321,323,0.352018047,0.615222402,0.00117699,0.015742239,0.015840322
"Pike County, Arkansas",ar,11087,9727,348,55,726,231,0.877333814,0.031388112,0.004960765,0.065482096,0.020835212
"Poinsett County, Arkansas",ar,24210,21279,2002,7,630,292,0.878934325,0.082693102,0.000289137,0.026022305,0.012061132
"Polk County, Arkansas",ar,20364,18070,42,87,1277,888,0.887350226,0.002062463,0.004272245,0.062708702,0.043606364
"Pope County, Arkansas",ar,62830,53712,1989,452,4919,1758,0.854878243,0.031656852,0.007194016,0.078290625,0.027980264
"Prairie County, Arkansas",ar,8402,7175,1035,10,93,89,0.853963342,0.123184956,0.001190193,0.011068793,0.010592716
"Pulaski County, Arkansas",ar,390463,211679,139401,8155,23080,8148,0.542123069,0.357014621,0.020885462,0.059109314,0.020867534
"Randolph County, Arkansas",ar,17695,16894,123,5,317,356,0.954732975,0.006951116,0.000282566,0.017914665,0.020118678
"St. Francis County, Arkansas",ar,27345,11273,14185,79,1200,608,0.412250869,0.518742,0.002889011,0.043883708,0.022234412
"Saline County, Arkansas",ar,113833,99189,6639,1087,4631,2287,0.871355407,0.058322279,0.009549076,0.040682403,0.020090835
"Scott County, Arkansas",ar,10870,9174,18,311,814,553,0.843974241,0.001655934,0.028610856,0.074885005,0.050873965
"Searcy County, Arkansas",ar,7965,7492,22,87,155,209,0.940615191,0.002762084,0.010922787,0.019460138,0.026239799
"Sebastian County, Arkansas",ar,127273,90829,8000,5586,16772,6086,0.713654899,0.062857008,0.043889906,0.131779718,0.047818469
"Sevier County, Arkansas",ar,17268,10239,841,92,5558,538,0.592946491,0.048702803,0.005327774,0.321867037,0.031155895
"Sharp County, Arkansas",ar,17055,16040,69,103,334,509,0.940486661,0.004045734,0.006039285,0.0195837,0.02984462
"Stone County, Arkansas",ar,12512,11922,5,30,213,342,0.952845269,0.000399616,0.002397698,0.017023657,0.02733376
"Union County, Arkansas",ar,40633,24984,13323,226,1466,634,0.614869687,0.327886201,0.005561982,0.036079049,0.015603081
"Van Buren County, Arkansas",ar,17002,15922,151,29,497,403,0.936478061,0.008881308,0.001705682,0.029231855,0.023703094
"Washington County, Arkansas",ar,216432,156896,7185,5345,34732,12274,0.724920529,0.033197494,0.024695978,0.160475346,0.056710653
"White County, Arkansas",ar,78660,69701,3611,440,3209,1699,0.886104755,0.045906433,0.005593694,0.04079583,0.021599288
"Woodruff County, Arkansas",ar,6983,4854,1869,77,32,151,0.695116712,0.267650007,0.011026779,0.004582558,0.021623944
"Yell County, Arkansas",ar,21835,16594,596,327,4146,172,0.759972521,0.027295626,0.014975956,0.189878635,0.007877261
"Alameda County, California",ca,1584983,522707,184883,439055,358168,80170,0.329787133,0.116646677,0.27700928,0.225975925,0.050580984
"Alpine County, California",ca,1131,725,11,14,108,273,0.641025641,0.009725906,0.012378426,0.095490716,0.24137931
"Amador County, California",ca,36995,29496,855,538,4784,1322,0.797296932,0.023111231,0.014542506,0.129314772,0.035734559
"Butte County, California",ca,222564,164214,3189,9591,33800,11770,0.73782822,0.014328463,0.043093223,0.151866429,0.052883665
"Calaveras County, California",ca,44767,36951,261,402,4967,2186,0.825407108,0.005830187,0.008979829,0.110952264,0.048830612
"Colusa County, California",ca,21396,8017,151,419,12277,532,0.374696205,0.007057394,0.0195831,0.573798841,0.024864461
"Contra Costa County, California",ca,1096068,503815,97338,167215,273350,54350,0.4596567,0.088806534,0.152558965,0.249391461,0.04958634
"Del Norte County, California",ca,27788,17582,802,600,5300,3504,0.632719159,0.028861379,0.021592054,0.190729811,0.126097596
"El Dorado County, California",ca,182093,143804,1786,7199,22719,6585,0.789728326,0.009808175,0.039534743,0.124765916,0.03616284
"Fresno County, California",ca,956749,298219,48499,93499,494077,22455,0.311700352,0.050691456,0.097725736,0.516412351,0.023470106
"Glenn County, California",ca,28029,15065,271,695,11094,904,0.53747904,0.009668558,0.024795747,0.395804345,0.03225231
"Humboldt County, California",ca,135034,102235,1716,3563,14289,13231,0.757105618,0.012707911,0.026385947,0.105817794,0.09798273
"Imperial County, California",ca,178206,22437,5172,2763,145855,1979,0.125904852,0.029022592,0.015504528,0.818462902,0.011105126
"Inyo County, California",ca,18373,11906,196,244,3778,2249,0.648016111,0.010667828,0.013280357,0.205627823,0.122407881
"Kern County, California",ca,865736,317048,49021,39550,441496,18621,0.366217877,0.056623497,0.045683673,0.509966087,0.021508866
"Kings County, California",ca,150998,51467,9397,5602,79452,5080,0.340845574,0.062232612,0.037099829,0.526179155,0.03364283
"Lake County, California",ca,64158,46554,1442,826,11899,3437,0.725614888,0.022475763,0.012874466,0.185464011,0.053570872
"Lassen County, California",ca,32645,21526,2789,493,5986,1851,0.659396539,0.085434217,0.015101853,0.183366519,0.056700873
"Los Angeles County, California",ca,10038388,2703547,830791,1418362,4842319,243369,0.269320831,0.082761396,0.141293801,0.482380139,0.024243833
"Madera County, California",ca,153187,55593,5313,3252,85245,3784,0.362909385,0.0346831,0.021228955,0.556476725,0.024701835
"Marin County, California",ca,258349,185975,6583,14681,40875,10235,0.71985957,0.025481035,0.056826231,0.158216211,0.039616952
"Mariposa County, California",ca,17789,14539,192,231,1803,1024,0.817302828,0.010793187,0.012985553,0.10135477,0.057563663
"Mendocino County, California",ca,87544,58376,585,1697,20693,6193,0.666818971,0.006682354,0.019384538,0.236372567,0.07074157
"Merced County, California",ca,263885,78992,9020,19904,150222,5747,0.299342517,0.034181556,0.075426796,0.569270705,0.021778426
"Modoc County, California",ca,9184,7149,47,100,1345,543,0.77841899,0.005117596,0.010888502,0.146450348,0.059124564
"Mono County, California",ca,14146,9405,78,155,3862,646,0.664852255,0.005513926,0.010957161,0.273010038,0.04566662
"Monterey County, California",ca,428441,135021,11947,26075,243894,11504,0.315144909,0.02788482,0.060860188,0.569259245,0.026850838
"Napa County, California",ca,140295,76016,2944,10817,46689,3829,0.541829716,0.020984354,0.077101821,0.332791618,0.027292491
"Nevada County, California",ca,98570,84497,481,1415,8902,3275,0.857228366,0.004879781,0.014355281,0.090311454,0.033225119
"Orange County, California",ca,3116069,1320050,51816,590342,1064499,89362,0.423626691,0.016628643,0.189450875,0.341615991,0.028677799
"Placer County, California",ca,366280,272814,5183,24468,49158,14657,0.744823632,0.014150377,0.066801354,0.134208802,0.040015835
"Plumas County, California",ca,18966,15993,124,178,1574,1097,0.843245808,0.006538015,0.009385216,0.082990615,0.057840346
"Riverside County, California",ca,2298032,867646,143976,142136,1079778,64496,0.377560452,0.062651869,0.061851184,0.469870742,0.028065754
"Sacramento County, California",ca,1465832,686399,145959,220485,326742,86247,0.468265804,0.099574167,0.150416282,0.22290549,0.058838257
"San Benito County, California",ca,57557,21092,449,1533,33307,1176,0.366454124,0.007800963,0.026634467,0.578678527,0.02043192
"San Bernardino County, California",ca,2094769,652920,179087,139894,1070262,52606,0.311690692,0.085492482,0.066782543,0.510921252,0.025113032
"San Diego County, California",ca,3223096,1515316,163276,369052,1060995,114457,0.470142993,0.050658125,0.114502329,0.329185044,0.035511508
"San Francisco County, California",ca,840763,346732,46825,284426,128619,34161,0.412401592,0.055693459,0.338295096,0.152978901,0.040630951
"San Joaquin County, California",ca,708554,243086,50263,104763,284168,26274,0.343073358,0.07093743,0.147854645,0.401053413,0.037081154
"San Luis Obispo County, California",ca,276517,192918,5682,10127,60181,7609,0.697671391,0.020548465,0.036623426,0.217639422,0.027517296
"San Mateo County, California",ca,748731,305166,19439,198849,189389,35888,0.407577621,0.025962595,0.265581364,0.252946652,0.047931767
"Santa Barbara County, California",ca,435850,201998,8727,22503,192304,10318,0.463457612,0.020022944,0.051630148,0.441216015,0.023673282
"Santa Clara County, California",ca,1868149,627328,48310,630704,497074,64733,0.335801909,0.025859822,0.337609045,0.266078348,0.034650876
