"Office","State","RaceDate","CensusPop","Area","AreaType","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"Senate","Massachusetts","20001107","N/A","BARNSTABLE","County","19,460","Robinson, Jack E. III","Challenger","79,222","Kennedy, Edward M.","Incumbent","Libertarian","14,326","Howell, Carla A.","Challenger","4,009","59,762","D","12.24","19.72","80.28","","",""
"Senate","Massachusetts","20001107","N/A","BERKSHIRE","County","7,859","Robinson, Jack E. III","Challenger","45,259","Kennedy, Edward M.","Incumbent","Libertarian","2,917","Howell, Carla A.","Challenger","1,278","37,400","D","5.09","14.80","85.20","","",""
"Senate","Massachusetts","20001107","N/A","BRISTOL","County","28,053","Robinson, Jack E. III","Challenger","153,422","Kennedy, Edward M.","Incumbent","Libertarian","19,017","Howell, Carla A.","Challenger","3,884","125,369","D","9.30","15.46","84.54","","",""
"Senate","Massachusetts","20001107","N/A","DUKES","County","991","Robinson, Jack E. III","Challenger","6,641","Kennedy, Edward M.","Incumbent","Libertarian","753","Howell, Carla A.","Challenger","186","5,650","D","8.79","12.98","87.02","","",""
"Senate","Massachusetts","20001107","N/A","ESSEX","County","41,174","Robinson, Jack E. III","Challenger","213,609","Kennedy, Edward M.","Incumbent","Libertarian","37,740","Howell, Carla A.","Challenger","6,313","172,435","D","12.63","16.16","83.84","","",""
"Senate","Massachusetts","20001107","N/A","FRANKLIN","County","4,865","Robinson, Jack E. III","Challenger","22,505","Kennedy, Edward M.","Incumbent","Libertarian","4,156","Howell, Carla A.","Challenger","1,064","17,640","D","12.75","17.77","82.23","","",""
"Senate","Massachusetts","20001107","N/A","HAMPDEN","County","30,523","Robinson, Jack E. III","Challenger","116,894","Kennedy, Edward M.","Incumbent","Libertarian","11,079","Howell, Carla A.","Challenger","6,616","86,371","D","6.71","20.71","79.29","","",""
"Senate","Massachusetts","20001107","N/A","HAMPSHIRE","County","9,695","Robinson, Jack E. III","Challenger","47,896","Kennedy, Edward M.","Incumbent","Libertarian","6,530","Howell, Carla A.","Challenger","1,783","38,201","D","9.91","16.83","83.17","","",""
"Senate","Massachusetts","20001107","N/A","MIDDLESEX","County","68,517","Robinson, Jack E. III","Challenger","470,257","Kennedy, Edward M.","Incumbent","Libertarian","80,365","Howell, Carla A.","Challenger","13,715","389,892","D","12.70","12.72","87.28","","",""
"Senate","Massachusetts","20001107","N/A","NANTUCKET","County","841","Robinson, Jack E. III","Challenger","3,441","Kennedy, Edward M.","Incumbent","Libertarian","396","Howell, Carla A.","Challenger","83","2,600","D","8.32","19.64","80.36","","",""
"Senate","Massachusetts","20001107","N/A","NORFOLK","County","36,374","Robinson, Jack E. III","Challenger","221,390","Kennedy, Edward M.","Incumbent","Libertarian","39,323","Howell, Carla A.","Challenger","8,175","182,067","D","12.88","14.11","85.89","","",""
"Senate","Massachusetts","20001107","N/A","PLYMOUTH","County","29,443","Robinson, Jack E. III","Challenger","139,443","Kennedy, Edward M.","Incumbent","Libertarian","31,005","Howell, Carla A.","Challenger","4,723","108,438","D","15.15","17.43","82.57","","",""
"Senate","Massachusetts","20001107","N/A","SUFFOLK","County","18,684","Robinson, Jack E. III","Challenger","162,406","Kennedy, Edward M.","Incumbent","Libertarian","16,798","Howell, Carla A.","Challenger","4,378","143,722","D","8.30","10.32","89.68","","",""
"Senate","Massachusetts","20001107","N/A","WORCESTER","County","37,862","Robinson, Jack E. III","Challenger","207,109","Kennedy, Edward M.","Incumbent","Libertarian","44,455","Howell, Carla A.","Challenger","10,518","162,654","D","14.82","15.46","84.54","","",""
"Senate","Michigan","20001107","N/A","ALCONA","County","3,356","Abraham, Spencer","Incumbent","2,305","Stabenow, Debbie","Challenger","N/A","N/A","N/A","N/A","114","1,051","R",".00","59.28","40.72","","",""
"Senate","Michigan","20001107","N/A","ALGER","County","2,113","Abraham, Spencer","Incumbent","1,978","Stabenow, Debbie","Challenger","N/A","N/A","N/A","N/A","120","135","R",".00","51.65","48.35","","",""
"Senate","Michigan","20001107","N/A","ALLEGAN","County","28,847","Abraham, Spencer","Incumbent","14,520","Stabenow, Debbie","Challenger","N/A","N/A","N/A","N/A","1,169","14,327","R",".00","66.52","33.48","","",""
